user,session_pitch,session_mass_kg,session_height_m,age_yrs,pitch_speed_mph,lead_knee_extension_angular_velo_max,lead_knee_velo_peak_reconstructed,lead_knee_velo_peak_time,trunk_flexion_velo_peak_fp_br,trunk_flexion_velo_peak_time,trunk_flexion_velo_peak_after_knee_peak,trunk_flexion_peak_after_knee_peak_time,knee_peak_precedes_trunk_peak,knee_to_trunk_peak_ms
1618,2859_1,93.8952,1.8542,20.54,90.9,253.9336,253.9336,1.4083,274.2309,1.4694,274.2309,1.4694,1.0,61.09999999999993
1618,2859_2,93.8952,1.8542,20.54,91.5,254.879,254.879,1.5,316.2447,1.5583,316.2447,1.5583,1.0,58.30000000000002
1618,2859_3,93.8952,1.8542,20.54,90.8,236.1305,236.1305,1.4806,349.1214,1.5306,349.1214,1.5306,1.0,50.00000000000004
1618,2859_4,93.8952,1.8542,20.54,90.8,210.5036,210.5036,1.4056,310.0097,1.4639,310.0097,1.4639,1.0,58.30000000000002
1618,2859_5,93.8952,1.8542,20.54,91.4,260.0739,260.0739,1.4,291.4879,1.4639,291.4879,1.4639,1.0,63.90000000000007
1619,2860_1,78.9264,1.8034,18.62,89.0,591.2372,575.9956,1.625,368.6556,1.625,368.6556,1.625,1.0,0.0
1619,2860_2,78.9264,1.8034,18.62,88.6,551.489,493.8756,1.6722,333.0913,1.6722,333.0913,1.6722,1.0,0.0
1619,2860_3,78.9264,1.8034,18.62,87.8,516.2889,511.3561,1.625,328.2611,1.6611,328.2611,1.6611,1.0,36.10000000000002
1619,2860_5,78.9264,1.8034,18.62,89.5,509.4769,498.7886,1.6444,355.3367,1.6833,355.3367,1.6833,1.0,38.899999999999935
1620,2861_1,82.5552,1.7526,19.33,87.5,226.6986,226.6986,1.8472,333.7122,1.9083,333.7122,1.9083,1.0,61.10000000000015
1620,2861_2,82.5552,1.7526,19.33,87.4,215.915,215.915,1.3889,345.0603,1.4417,345.0603,1.4417,1.0,52.799999999999955
1620,2861_3,82.5552,1.7526,19.33,87.6,227.8779,227.8779,1.4861,328.5798,1.55,328.5798,1.55,1.0,63.90000000000007
1620,2861_4,82.5552,1.7526,19.33,88.9,153.8021,153.8021,1.4167,299.3846,1.4861,299.3846,1.4861,1.0,69.3999999999999
1620,2861_5,82.5552,1.7526,19.33,87.8,295.7748,295.7748,1.3333,322.7549,1.3722,322.7549,1.3722,1.0,38.900000000000155
1624,2865_1,87.5448,1.8796,21.25,85.9,685.5064,684.2407,2.025,366.9405,2.0028,339.0649,2.025,0.0,-22.199999999999775
1624,2865_2,87.5448,1.8796,21.25,86.0,602.6707,517.3813,1.8917,335.1072,1.875,325.782,1.8917,0.0,-16.69999999999994
1624,2865_3,87.5448,1.8796,21.25,85.8,689.7234,603.3254,1.7111,323.1595,1.6889,311.5297,1.7111,0.0,-22.199999999999996
1624,2865_4,87.5448,1.8796,21.25,85.1,644.4971,623.3988,1.875,372.5979,1.8528,351.2168,1.875,0.0,-22.199999999999996
1624,2865_5,87.5448,1.8796,21.25,85.1,679.9763,584.524,1.5861,330.133,1.5639,315.9828,1.5861,0.0,-22.199999999999996
1630,2882_1,88.9056,1.8542,22.52,87.8,423.0762,267.9216,1.475,340.8642,1.4667,335.5859,1.475,0.0,-8.300000000000196
1630,2882_2,88.9056,1.8542,22.52,84.9,366.3211,238.0886,1.3833,318.2753,1.3722,311.0154,1.3833,0.0,-11.099999999999888
1630,2882_4,88.9056,1.8542,22.52,84.1,348.6223,250.9305,1.5944,347.4413,1.5667,322.503,1.5944,0.0,-27.70000000000006
1630,2882_5,88.9056,1.8542,22.52,83.4,368.5996,243.3483,1.4861,323.7875,1.4694,309.1036,1.4861,0.0,-16.69999999999994
1547,2889_1,111.132,1.8542,21.75,79.5,262.5826,166.7945,1.8028,240.4871,1.7944,235.8083,1.8028,0.0,-8.399999999999963
1547,2889_2,111.132,1.8542,21.75,79.8,232.3568,209.5199,1.625,225.9149,1.6167,217.0912,1.625,0.0,-8.299999999999974
1547,2889_3,111.132,1.8542,21.75,78.4,293.0896,171.0265,1.5861,246.0939,1.5722,233.357,1.5861,0.0,-13.900000000000023
1547,2889_4,111.132,1.8542,21.75,78.6,245.0806,165.2407,1.575,207.9711,1.65,207.9711,1.65,1.0,74.99999999999996
1547,2889_5,111.132,1.8542,21.75,79.4,293.1925,248.1039,1.6,240.4164,1.5833,233.8812,1.6,0.0,-16.70000000000016
1633,2891_1,113.8536,1.8796,27.46,87.3,480.1949,458.4062,1.6639,481.2182,1.6639,481.2182,1.6639,1.0,0.0
1633,2891_2,113.8536,1.8796,27.46,87.2,445.4204,418.651,1.6222,454.4086,1.6222,454.4086,1.6222,1.0,0.0
1633,2891_3,113.8536,1.8796,27.46,86.9,559.5686,540.7871,1.5083,535.8994,1.4972,516.5058,1.5083,0.0,-11.099999999999888
1633,2891_4,113.8536,1.8796,27.46,87.9,497.6546,448.5768,1.6611,533.8174,1.6556,526.3708,1.6611,0.0,-5.50000000000006
1633,2891_5,113.8536,1.8796,27.46,87.9,564.3298,548.5141,1.4889,505.1049,1.4806,495.6439,1.4889,0.0,-8.299999999999974
1636,2905_1,99.3384,1.8796,19.26,88.0,357.2705,357.2705,1.2944,496.2928,1.2861,486.0859,1.2944,0.0,-8.299999999999974
1636,2905_2,99.3384,1.8796,19.26,87.8,301.6057,301.6057,1.0944,450.0114,1.0778,422.3036,1.0944,0.0,-16.599999999999948
1636,2905_3,99.3384,1.8796,19.26,88.4,369.1163,369.1163,0.9444,482.8924,0.9361,474.8846,0.9444,0.0,-8.299999999999974
1636,2905_4,99.3384,1.8796,19.26,88.3,355.573,355.573,1.1861,450.587,1.175,433.5624,1.1861,0.0,-11.099999999999888
1636,2905_5,99.3384,1.8796,19.26,87.6,330.328,330.328,0.9528,490.652,0.9389,464.4247,0.9528,0.0,-13.900000000000023
1029,2907_1,82.5552,1.8542,19.96,78.8,162.5902,162.5902,1.0944,252.8513,1.1333,252.8513,1.1333,1.0,38.899999999999935
1029,2907_2,82.5552,1.8542,19.96,79.1,308.87,308.87,1.0194,254.9422,1.1306,254.9422,1.1306,1.0,111.19999999999996
1029,2907_3,82.5552,1.8542,19.96,79.6,233.0012,233.0012,1.0417,263.6756,1.1556,263.6756,1.1556,1.0,113.89999999999989
1029,2907_4,82.5552,1.8542,19.96,78.8,316.0089,316.0089,1.1306,236.4095,1.2444,236.4095,1.2444,1.0,113.7999999999999
1029,2907_5,82.5552,1.8542,19.96,79.4,196.3513,196.3513,1.1083,240.0102,1.15,240.0102,1.15,1.0,41.69999999999985
1596,2916_1,86.6376,1.8542,20.26,93.5,607.1665,589.7942,0.975,328.9469,0.975,328.9469,0.975,1.0,0.0
1596,2916_2,86.6376,1.8542,20.26,93.0,631.0799,630.7195,0.95,337.5036,0.95,337.5036,0.95,1.0,0.0
1596,2916_3,86.6376,1.8542,20.26,94.2,616.911,616.911,1.1028,313.2506,1.1083,313.2506,1.1083,1.0,5.50000000000006
1596,2916_4,86.6376,1.8542,20.26,94.4,582.7744,560.8851,0.9861,330.9006,0.9861,330.9006,0.9861,1.0,0.0
