session_pitch,duration_s,stp_energy_j,mean_power_w,session,session_mass_kg
1623_2,0.07780000000000009,95.53359719000005,1227.9382672236495,1623,81.648
1623_3,0.08889999999999998,111.63787831000012,1255.7691598425213,1623,81.648
1665_1,0.027899999999999814,20.9937927849999,752.4656912186394,1665,106.596
1665_2,0.03049999999999997,25.568969970000065,838.326884262298,1665,106.596
1665_3,0.03049999999999997,21.830104864999857,715.7411431147501,1665,106.596
1668_1,0.055600000000000094,54.04064379000016,971.9540250000013,1668,81.648
1668_2,0.06390000000000007,51.67700979,808.7168981220649,1668,81.648
1668_3,0.05559999999999987,49.66519159999997,893.2588417266203,1668,81.648
1688_1,0.0806,109.9736288550002,1364.4370825682406,1688,106.596
1688_2,0.0694999999999999,91.55693896499984,1317.366028273381,1688,106.596
1717_1,0.05840000000000001,41.898194964999945,717.4348452910948,1717,103.4208
1717_3,0.04719999999999991,34.7782934249999,736.8282505296604,1717,103.4208
1718_1,0.01949999999999985,13.070423424999875,670.2781243589731,1718,97.524
1718_2,0.019500000000000073,12.692794855000097,650.9125566666692,1718,97.524
1718_3,0.019500000000000073,15.289600635000014,784.0820838461516,1718,97.524
1729_1,0.07219999999999982,120.99145621499957,1675.7819420360092,1729,105.6888
1729_2,0.0693999999999999,110.6151070599998,1593.8776233429387,1729,105.6888
1729_3,0.07789999999999986,121.98294214499967,1565.891426765082,1729,105.6888
1759_1,0.024900000000000144,33.457867445000254,1343.6894556224925,1759,79.38
1759_2,0.022199999999999998,36.46205961000001,1642.4351175675683,1759,79.38
1759_3,0.02499999999999991,53.729763599999856,2149.190544000002,1759,79.38
1778_1,0.04170000000000007,64.90317931500006,1556.4311586330923,1778,88.452
1778_2,0.044399999999999995,61.44139255000009,1383.8151475225247,1778,88.452
1779_1,0.0694999999999999,136.30438019499985,1961.2141035251807,1779,103.4208
1779_2,0.05840000000000012,124.20751870000014,2126.841073630135,1779,103.4208
1779_3,0.0693999999999999,135.16243487999986,1947.5855170028826,1779,103.4208
1782_1,0.027800000000000047,53.70094090500023,1931.688521762595,1782,97.524
1782_2,0.02230000000000021,37.705328085000154,1690.8218872197222,1782,97.524
1782_3,0.027700000000000058,41.07419166999979,1482.8228039711084,1782,97.524
1782_4,0.016499999999999737,25.507962819999708,1545.9371406060675,1782,97.524
1783_2,0.044499999999999984,56.19578244499976,1262.8265717977479,1783,90.2664
