session_pitch,pitcher,pkh_time,fp_poi_time,pkh_fp_duration,pelvis_angle_z_pkh,pelvis_angle_z_fp,zero_crossing_count,first_zero_crossing_from_fp,stable_zero_crossing_from_fp,stable_zero_crossing_phase_pct,pitch_speed_mph
1031_2,1031,0.625,1.1861,0.5610999999999999,-29.2541,31.7105,1,-0.10325308219178075,-0.10325308219178075,81.59809620535007,90.4
1031_3,1031,0.0917,0.6778,0.5861,-24.859,33.967,1,-0.11859364161849706,-0.11859364161849706,79.76563016234482,90.4
1097_1,1097,0.1056,0.825,0.7193999999999999,-21.1505,22.1156,1,-0.060934937804218436,-0.060934937804218436,91.52975565690598,77.6
1097_2,1097,0.1722,0.8917,0.7195,-28.2179,21.9905,1,-0.058397156123041194,-0.058397156123041194,91.88364751590811,77.0
1097_3,1097,0.1472,0.85,0.7028,-29.58,15.3995,1,-0.040524427480916,-0.040524427480916,94.23386063162835,76.1
1170_1,1170,0.2667,1.0,0.7333000000000001,-31.6203,24.621,1,-0.1620785423268447,-0.1620785423268447,77.89737592706332,80.9
1170_2,1170,0.1611,0.8861,0.725,-33.3981,24.2283,1,-0.06609363359295628,-0.06609363359295628,90.88363674579914,82.6
1250_1,1250,0.0972,0.6389,0.5417000000000001,-13.1601,28.1034,1,-0.07975993338091836,-0.07975993338091836,85.27599531458033,88.1
1250_3,1250,0.1333,0.6639,0.5306000000000001,-16.344,30.818,1,-0.07897309034509503,-0.07897309034509503,85.11626642572652,88.6
1313_1,1313,0.1444,0.9417,0.7973,-28.4524,34.2978,1,-0.18913941513032417,-0.18913941513032417,76.27750970396035,85.8
1313_2,1313,0.1,0.8833,0.7833,-32.1941,34.3614,1,-0.18181054168018163,-0.18181054168018163,76.78915591980319,85.9
1313_3,1313,0.1611,0.95,0.7888999999999999,-29.7999,32.6341,1,-0.17087109717868332,-0.17087109717868332,78.34058851835678,85.8
1346_1,1346,0.2417,0.9694,0.7277,-32.383,41.1683,1,-0.08479809725158571,-0.08479809725158571,88.34710770213196,84.6
1346_2,1346,0.2389,1.0056,0.7667,-33.6494,38.0058,1,-0.07335513577331765,-0.07335513577331765,90.43235479675002,84.5
1346_3,1346,0.2222,0.975,0.7527999999999999,-33.7616,40.5144,1,-0.08300425751515927,-0.08300425751515927,88.97392966057926,84.8
1370_1,1370,0.1722,0.8306,0.6584,-23.3014,32.6846,1,-0.060811294117647074,-0.060811294117647074,90.7637767136016,87.8
1370_2,1370,0.1667,0.7889,0.6222000000000001,-24.3249,20.8489,1,-0.04034810787298826,-0.04034810787298826,93.5152510650935,86.9
1370_3,1370,0.5083,1.2056,0.6973,-21.9589,33.4929,1,-0.05980052034937744,-0.05980052034937744,91.4239896243543,86.9
1371_2,1371,0.0,0.5917,0.5917,-20.0719,26.7933,1,-0.05611354018566528,-0.05611354018566528,90.51655565562527,87.4
1371_3,1371,0.0167,0.5917,0.575,-22.2269,18.9766,1,-0.0411640040106952,-0.0411640040106952,92.84104278074867,87.8
1393_1,1393,0.1417,0.8222,0.6805000000000001,-28.116,32.2019,1,-0.14693483652762118,-0.14693483652762118,78.40781241328122,71.3
1393_2,1393,0.2,0.8917,0.6917,-26.3288,27.23,1,-0.17115751947273816,-0.17115751947273816,75.25552703878297,69.9
1393_3,1393,0.1972,0.8889,0.6917,-23.4205,38.4945,1,-0.15389200000000003,-0.15389200000000003,77.75162642764205,69.5
1394_1,1394,0.1722,0.8528,0.6806,-42.5952,29.5002,1,-0.05163930292918062,-0.05163930292918062,92.41267955786357,86.3
1394_2,1394,0.1528,0.85,0.6972,-40.7336,26.9883,1,-0.04732709659562695,-0.04732709659562695,93.21183353476378,86.7
1394_3,1394,0.1528,0.85,0.6972,-46.8883,24.0628,1,-0.041465870307167196,-0.041465870307167196,94.05251429902935,86.8
1403_1,1403,0.1722,0.7417,0.5695,-34.8857,20.4145,1,-0.04079953982300888,-0.04079953982300888,92.83590169920828,78.7
1403_2,1403,0.3222,0.8917,0.5695000000000001,-34.6929,25.3789,1,-0.058086962981305,-0.058086962981305,89.80035768546006,78.6
1403_3,1403,0.1139,0.6861,0.5722,-32.9995,24.4626,1,-0.05128792134831461,-0.05128792134831461,91.0367141998751,77.9
1561_1,1561,0.6722,1.4917,0.8195,-35.1638,42.1042,1,-0.07923831578947382,-0.07923831578947382,90.33089496162614,86.0
1561_2,1561,0.5861,1.3556,0.7695,-38.4732,31.5977,1,-0.05923066004258337,-0.05923066004258337,92.30270824657786,84.6
1561_3,1561,0.8333,1.6306,0.7973,-37.8684,36.8939,1,-0.07026451150797453,-0.07026451150797453,91.18719283732916,86.0
1562_1,1562,0.5917,1.2778,0.6861,-30.6516,56.8348,1,-0.11606761133603238,-0.11606761133603238,83.08298916542306,91.8
1562_2,1562,0.6889,1.3611,0.6722,-31.1455,51.4191,1,-0.10439357063403776,-0.10439357063403776,84.46986452930115,90.3
1562_3,1562,0.6917,1.3444,0.6527000000000001,-26.0841,51.469,1,-0.12625382215288616,-0.12625382215288616,80.65668421129368,90.6
1574_1,1574,0.4806,1.1861,0.7054999999999999,-39.5078,24.3294,1,-0.040835867814884796,-0.040835867814884796,94.21178344225586,89.8
1574_2,1574,0.5194,1.225,0.7056000000000001,-46.3653,25.7808,1,-0.04442198115900653,-0.04442198115900653,93.7043677495739,88.6
1574_3,1574,0.4444,1.1306,0.6862,-39.2228,23.9299,1,-0.04230395146235222,-0.04230395146235222,93.83504059132144,89.5
1581_1,1581,0.8167,1.4389,0.6222000000000001,-24.755,26.5626,1,-0.053061673938913145,-0.053061673938913145,91.4719264000461,82.3
1581_2,1581,0.9,1.4972,0.5972000000000001,-23.8247,29.034,1,-0.060327497494153226,-0.060327497494153226,89.89827570426101,82.3
1581_3,1581,0.8111,1.4,0.5888999999999999,-24.2007,27.7212,1,-0.05603709508037791,-0.05603709508037791,90.48444641189032,83.0
1601_1,1601,1.0278,1.7667,0.7388999999999999,-27.7826,41.7261,1,-0.07568862538427745,-0.07568862538427745,89.75658067610266,86.3
1601_2,1601,0.9444,1.6222,0.6778000000000001,-27.7175,30.0242,1,-0.0568942405792332,-0.0568942405792332,91.6060429950969,86.1
1601_3,1601,0.6333,1.2667,0.6334,-35.4626,41.4407,1,-0.08088190045248878,-0.08088190045248878,87.23051776878927,86.2
1603_1,1603,0.5972,1.1417,0.5445,-41.3259,69.2345,1,-0.11428611557741397,-0.11428611557741397,79.0108144026788,85.0
1603_2,1603,0.5806,1.1194,0.5388,-43.8144,68.5438,1,-0.10911523548082691,-0.10911523548082691,79.74847151432314,85.6
1603_3,1603,0.7694,1.3,0.5306000000000001,-41.9458,73.4798,1,-0.11844652115812915,-0.11844652115812915,77.67687124799677,85.1
1612_1,1612,0.5778,1.1167,0.5389,-37.6448,20.0481,1,-0.0290597214093411,-0.0290597214093411,94.6075855614509,86.4
1612_2,1612,0.5528,1.0861,0.5333000000000001,-34.7103,21.3269,1,-0.030633492632417436,-0.030633492632417436,94.2558611227419,85.8
1612_3,1612,0.4306,0.9444,0.5138,-34.5246,19.084,1,-0.027698287296003765,-0.027698287296003765,94.60913053795178,84.6
1615_1,1615,0.4833,1.0528,0.5694999999999999,-20.7236,59.8994,1,-0.18617886476026657,-0.18617886476026657,67.30836439679253,85.4
1615_2,1615,0.5972,1.2306,0.6334,-26.7383,71.5746,1,-0.18193014608233726,-0.18193014608233726,71.27721091216652,84.4
1620_1,1620,0.6361,1.3389,0.7028,-41.9935,30.313,1,-0.05239916799216937,-0.05239916799216937,92.54422766189964,85.0
1620_3,1620,0.6111,1.3139,0.7028000000000001,-49.6646,29.3905,1,-0.05269024201853756,-0.05269024201853756,92.5028113234864,84.6
1623_1,1623,0.7528,1.5083,0.7555,-28.7192,21.5066,1,-0.031398692888835456,-0.031398692888835456,95.84398505773191,85.8
1623_2,1623,1.0528,1.8278,0.7750000000000001,-33.7229,24.0936,1,-0.03513150094473305,-0.03513150094473305,95.46690310390541,85.7
1623_3,1623,0.9722,1.7,0.7278,-38.4351,17.8985,1,-0.025819468719254557,-0.025819468719254557,96.4523950646806,85.3
1665_1,1665,0.6028,1.2333,0.6305000000000001,-30.7868,34.4309,1,-0.08830637381567619,-0.08830637381567619,85.99423095706959,87.1
1665_2,1665,0.7139,1.3528,0.6389,-35.8194,41.4641,1,-0.11703748661956759,-0.11703748661956759,81.68140763506533,87.3
1665_3,1665,0.5222,1.2139,0.6917,-40.4287,33.4147,1,-0.08372815629849062,-0.08372815629849062,87.89530774924236,87.3
1668_1,1668,0.4972,1.1111,0.6139,-31.5357,48.8508,1,-0.11219463247863248,-0.11219463247863248,81.7242820526743,87.9
1668_2,1668,0.7111,1.3278,0.6167000000000001,-32.5119,54.0988,1,-0.1636003231017773,-0.1636003231017773,73.47165184015286,87.6
1668_3,1668,0.4778,1.0861,0.6083000000000001,-34.9626,46.1208,1,-0.11896045067831695,-0.11896045067831695,80.4437858493643,87.8
1688_1,1688,0.8111,1.525,0.7138999999999999,-45.1285,28.4661,1,-0.05099107545045034,-0.05099107545045034,92.85739242884853,93.1
1688_2,1688,0.7389,1.4444,0.7054999999999999,-35.673,40.0038,1,-0.07086283158544093,-0.07086283158544093,89.95565817357321,91.4
1717_1,1717,0.4806,1.1111,0.6305,-52.2558,45.6522,1,-0.11220081456636322,-0.11220081456636322,82.20447033047371,72.0
1717_3,1717,0.4944,1.1611,0.6667000000000001,-50.9194,46.6164,1,-0.11240709455587394,-0.11240709455587394,83.13977882767752,71.4
1718_1,1718,0.7111,1.4,0.6889,-26.1048,44.0572,1,-0.0948525510204079,-0.0948525510204079,86.23130337924113,91.2
1718_2,1718,0.8111,1.475,0.6639,-25.3069,38.5599,1,-0.1069751865671642,-0.1069751865671642,83.88685245260368,90.8
1718_3,1718,0.6806,1.3639,0.6832999999999999,-26.0239,44.2108,1,-0.09472806818181789,-0.09472806818181789,86.13667961630061,90.8
1729_1,1729,0.9222,1.9667,1.0444999999999998,-31.9879,25.9058,1,-0.038244297148574136,-0.038244297148574136,96.33850673541657,90.6
1729_2,1729,0.7611,1.8167,1.0556,-33.9873,25.4198,1,-0.03969112807687236,-0.03969112807687236,96.23994618445694,90.5
1729_3,1729,0.8889,1.9528,1.0639,-28.2126,31.876,1,-0.05135870873074122,-0.05135870873074122,95.17259998771114,90.4
1759_1,1759,0.7944,1.3917,0.5972999999999999,-22.4911,45.2053,1,-0.23119448275862053,-0.23119448275862053,61.293406536309966,83.9
1759_2,1759,0.9083,1.4639,0.5556,-20.3584,45.0941,1,-0.1823195158102766,-0.1823195158102766,67.1851123451626,83.4
1759_3,1759,1.6028,2.2,0.5972000000000002,-23.2818,44.2748,1,-0.1688708975039832,-0.1688708975039832,71.72289057200551,83.5
1778_1,1778,0.1167,0.7611,0.6444,-23.9749,28.365,1,-0.05106670813248326,-0.05106670813248326,92.07530910420806,83.3
1778_2,1778,0.0944,0.7278,0.6334,-22.8161,24.3413,1,-0.04501951523200798,-0.04501951523200798,92.89240365771899,83.4
1779_1,1779,0.2583,0.95,0.6917,-30.3556,43.0803,1,-0.25454626865671637,-0.25454626865671637,63.19990333139853,83.7
1779_2,1779,0.2111,0.9083,0.6972,-28.7449,44.1387,1,-0.2525660453111558,-0.2525660453111558,63.77423331739016,85.2
1779_3,1779,0.2361,0.9306,0.6945,-26.7367,39.3,1,-0.2335253865979381,-0.2335253865979381,66.37503432715074,83.5
1782_1,1782,0.7833,1.4722,0.6889,-15.2844,28.2053,1,-0.05179940133548233,-0.05179940133548233,92.4808533407632,73.8
1782_2,1782,0.9361,1.6444,0.7083,-16.393,31.7303,1,-0.059147923889381726,-0.059147923889381726,91.64931188911736,74.0
1782_3,1782,0.7639,1.3972,0.6333,-19.0289,26.1806,1,-0.04739755174716209,-0.04739755174716209,92.51578213371829,74.3
1782_4,1782,0.8194,1.4389,0.6195,-22.6147,29.9176,1,-0.054009186430501455,-0.054009186430501455,91.28181009999976,75.2
1783_2,1783,0.5111,1.1278,0.6166999999999999,-49.3822,4.4402,1,-0.009138570752484476,-0.009138570752484476,98.51814970772101,79.6
1783_3,1783,0.4861,1.1472,0.6611,-48.5504,8.0159,1,-0.015989774297558768,-0.015989774297558768,97.58133802789915,79.8
1783_4,1783,0.3583,0.9583,0.6000000000000001,-43.0174,4.6704,1,-0.009744549464398289,-0.009744549464398289,98.37590842260026,80.2
1783_5,1783,0.5056,1.1389,0.6333,-46.6712,1.8766,1,-0.0038761647940075417,-0.0038761647940075417,99.3879417663023,80.6
1808_1,1808,0.6083,1.2444,0.6361,-36.4071,22.6578,1,-0.04312636301421935,-0.04312636301421935,93.22019131988377,81.1
1808_2,1808,0.4972,1.1222,0.6250000000000001,-38.0188,26.0343,1,-0.05070912602607436,-0.05070912602607436,91.8865398358281,80.8
1808_3,1808,0.5389,1.1417,0.6027999999999999,-37.0435,26.9433,1,-0.05162781285659945,-0.05162781285659945,91.43533297003991,81.3
1808_4,1808,0.4278,1.0444,0.6166,-39.751,25.6962,1,-0.04701744008159103,-0.04701744008159103,92.37472590308286,81.2
1808_5,1808,0.5361,1.1,0.5639000000000001,-34.5383,32.4981,1,-0.058874059466019535,-0.058874059466019535,89.5594858191134,81.2
1826_1,1826,0.6028,1.2778,0.675,-20.0675,30.4538,1,-0.05776207701283553,-0.05776207701283553,91.4426552573577,89.3
1826_2,1826,0.4778,1.1639,0.6860999999999999,-29.4784,35.5682,1,-0.06644685976484088,-0.06644685976484088,90.31528060562005,88.9
1826_3,1826,0.5417,1.175,0.6333000000000001,-26.4557,29.7618,1,-0.05566843049971282,-0.05566843049971282,91.20978517294918,88.8
1826_4,1826,0.5472,1.1972,0.65,-28.4965,29.9519,1,-0.05306925207756219,-0.05306925207756219,91.83549968037504,89.6
1826_5,1826,0.5833,1.2361,0.6527999999999999,-22.8629,32.1055,1,-0.058463412827729266,-0.058463412827729266,91.04420759379147,89.1
1830_1,1830,0.9278,1.5167,0.5889,-31.476,15.4852,1,-0.0275134521392586,-0.0275134521392586,95.32799250479562,83.5
1830_2,1830,0.8056,1.3944,0.5888000000000001,-31.2007,16.8551,1,-0.02990097619583998,-0.02990097619583998,94.92170920586956,83.4
1830_3,1830,0.7111,1.3111,0.6,-30.4078,18.7406,1,-0.03322074650077744,-0.03322074650077744,94.46320891653708,83.4
1830_4,1830,0.7389,1.3444,0.6055,-32.3601,20.4949,1,-0.032656799547639226,-0.032656799547639226,94.60663921591424,83.7
1830_5,1830,0.7333,1.2972,0.5639,-36.5048,15.5129,1,-0.02674836169106154,-0.02674836169106154,95.25654164017352,83.5
1845_1,1845,0.1167,0.7806,0.6638999999999999,-47.5381,38.8595,1,-0.06122433211344913,-0.06122433211344913,90.77807921171123,87.5
1845_2,1845,0.1639,0.8556,0.6917,-38.7561,37.042,1,-0.05601232918576726,-0.05601232918576726,91.90222217930211,87.0
1845_3,1845,0.2167,0.9389,0.7222,-45.8107,34.4314,1,-0.056686008491532824,-0.056686008491532824,92.15092654506607,87.5
2653_1,2653,0.7111,1.3306,0.6195,-29.178,45.7475,1,-0.07294235187424425,-0.07294235187424425,88.22560905984757,90.9
2653_2,2653,0.6028,1.1889,0.5861000000000001,-30.4313,46.661,1,-0.07586713162190262,-0.07586713162190262,87.05559945028108,89.4
2653_3,2653,0.5056,1.125,0.6194,-24.8109,47.4946,1,-0.07298580066870608,-0.07298580066870608,88.21669346646657,89.1
2653_4,2653,0.5861,1.1778,0.5917,-35.5991,42.5746,1,-0.07148626195618646,-0.07148626195618646,87.91849552878377,87.8
2653_5,2653,0.5444,1.1333,0.5889,-32.6876,44.4111,1,-0.06999230348918895,-0.06999230348918895,88.11473875204805,87.7
2655_1,2655,0.5056,1.0722,0.5666,-28.7416,24.8719,1,-0.05081590986684881,-0.05081590986684881,91.03143136836414,84.8
2655_2,2655,0.4389,1.0111,0.5722,-29.432,31.8917,1,-0.06556172330314725,-0.06556172330314725,88.54216649717806,85.8
2655_3,2655,0.6472,1.2056,0.5584,-30.4854,31.0387,1,-0.06743199880489992,-0.06743199880489992,87.92406898193053,85.1
2655_4,2655,0.5,1.0556,0.5556000000000001,-29.689,24.3726,1,-0.054767285135423505,-0.054767285135423505,90.14267726144286,84.8
2655_5,2655,0.5111,1.075,0.5639,-29.8367,32.4961,1,-0.07242254335260112,-0.07242254335260112,87.15684636414238,84.9
2730_1,2730,0.5278,1.0333,0.5055000000000001,-16.4924,24.5528,1,-0.04433696760530248,-0.04433696760530248,91.22908652714095,81.8
2730_2,2730,0.65,1.1167,0.4667,-19.5059,11.1868,1,-0.023050726210350536,-0.023050726210350536,95.06091146124909,82.6
2730_3,2730,0.6056,1.1167,0.5111,-17.1271,23.2934,1,-0.04391023622047241,-0.04391023622047241,91.4086800586045,82.8
2730_5,2730,0.5667,1.0778,0.5111000000000001,-21.1948,20.556,1,-0.035725349446709354,-0.035725349446709354,93.01010576272563,81.6
2734_1,2734,0.6889,1.3806,0.6917000000000001,-36.5957,32.108,1,-0.07436224256292912,-0.07436224256292912,89.24935050413053,87.9
2734_2,2734,0.675,1.3639,0.6888999999999998,-34.7688,24.8348,1,-0.06128679858657238,-0.06128679858657238,91.1036727265826,88.1
2734_3,2734,0.5278,1.1806,0.6528,-35.8809,28.1798,1,-0.06948340139639053,-0.06948340139639053,89.35609659981762,87.8
2734_4,2734,0.7778,1.4556,0.6778,-36.3518,30.7255,1,-0.060600741198270525,-0.060600741198270525,91.05920017729854,88.4
2734_5,2734,0.7306,1.3528,0.6222,-37.2652,26.3573,1,-0.06031108228317272,-0.06031108228317272,90.30680130453669,86.8
2742_1,2742,0.5972,1.225,0.6278000000000001,-7.6842,26.1231,1,-0.037497839744296435,-0.037497839744296435,94.0271042140337,87.7
2742_2,2742,0.4917,1.1361,0.6444000000000001,-12.1867,36.1663,1,-0.05093933639612058,-0.05093933639612058,92.09507504715695,87.6
2742_3,2742,0.5972,1.1833,0.5861000000000001,-9.021,33.672,1,-0.0480276887389286,-0.0480276887389286,91.80554705017427,87.4
2742_4,2742,0.4806,1.0722,0.5916,-9.1148,15.9798,1,-0.020700658276863626,-0.020700658276863626,96.50090292818398,87.8
2742_5,2742,0.4417,1.0722,0.6305000000000001,-7.0261,50.217,1,-0.06740828827007639,-0.06740828827007639,89.30875681679994,87.1
2753_1,2753,0.85,1.5528,0.7028,-41.362,43.4579,1,-0.08830888888888899,-0.08830888888888899,87.4347056219566,79.4
2753_2,2753,0.6389,1.3139,0.675,-24.6007,40.0679,1,-0.08178581298391907,-0.08178581298391907,87.88358326164162,79.9
2753_3,2753,0.8667,1.5944,0.7277,-29.5839,40.8865,1,-0.08591346332404837,-0.08591346332404837,88.19383491493082,78.8
2753_4,2753,0.7667,1.4444,0.6776999999999999,-40.29,40.9612,1,-0.07840085242997885,-0.07840085242997885,88.43133356500238,80.0
2753_5,2753,0.6944,1.3917,0.6972999999999999,-36.4448,42.7385,1,-0.07956796840719615,-0.07956796840719615,88.58913403023145,79.8
2760_1,2760,0.675,1.2417,0.5667,-26.8583,38.2322,1,-0.18856650498517924,-0.18856650498517924,66.72551526642329,84.2
2760_2,2760,0.4278,0.9778,0.55,-27.8362,39.2323,1,-0.16937233384853168,-0.16937233384853168,69.20503020935786,84.4
2760_3,2760,0.6306,1.1722,0.5415999999999999,-27.6144,42.7648,1,-0.175219014308426,-0.175219014308426,67.64789248367317,83.5
2760_4,2760,0.5417,1.0667,0.525,-32.7227,40.4849,1,-0.17125247417074496,-0.17125247417074496,67.38048111033429,83.8
2760_5,2760,0.525,1.0639,0.5389,-33.0229,36.9737,1,-0.1723396593673966,-0.1723396593673966,68.02010403277109,84.3
2761_2,2761,0.5528,1.3,0.7472000000000001,-40.4141,46.4102,1,-0.08225589455699311,-0.08225589455699311,88.99144880125895,79.2
2761_3,2761,0.6389,1.3528,0.7139,-45.3358,37.2917,1,-0.0644953572926863,-0.0644953572926863,90.96577149563157,79.7
2761_4,2761,0.7944,1.5333,0.7389000000000001,-42.0214,41.3659,1,-0.07459797665369661,-0.07459797665369661,89.90418505160419,79.7
2761_5,2761,0.6667,1.3972,0.7305,-40.7467,44.4845,1,-0.07849654709228826,-0.07849654709228826,89.25440833781133,79.4
2806_1,2806,0.425,0.9583,0.5333000000000001,-37.4565,29.0767,1,-0.05051267252195735,-0.05051267252195735,90.52828191975297,79.8
2806_2,2806,0.4528,0.9861,0.5333,-41.3023,37.9514,1,-0.06474675038958655,-0.06474675038958655,87.85922550354648,79.1
2806_3,2806,0.4389,0.9528,0.5139,-38.7376,25.9152,1,-0.045973317307692274,-0.045973317307692274,91.05403438262456,79.4
2806_4,2806,0.3833,0.8917,0.5084000000000001,-38.6245,29.5817,1,-0.05206160535117066,-0.05206160535117066,89.75971570590664,79.1
2806_5,2806,0.3667,0.8889,0.5222,-45.2972,27.1126,1,-0.049504298093587584,-0.049504298093587584,90.52005015442597,79.3
2811_1,2811,0.7806,1.6861,0.9055,-5.4773,5.6478,2,-0.6938991735537189,-0.016185676392572956,98.21251503119018,75.8
2811_2,2811,0.6333,1.4833,0.8500000000000001,-5.489,6.1371,2,-0.6380334979423868,-0.015334803762569127,98.19590543969775,76.4
2811_3,2811,0.6694,1.4944,0.825,-7.6227,2.8102,2,-0.43865429515418497,-0.00666021813476303,99.19270083214994,74.9
2811_4,2811,0.7056,1.5944,0.8888,-4.919,7.1611,2,-0.6969801324503312,-0.018110864393338533,97.96232398814823,75.1
2811_5,2811,0.5528,1.4028,0.8500000000000001,-9.7189,7.6585,1,-0.018005409267197292,-0.018005409267197292,97.88171655680031,74.9
2812_1,2812,0.6556,1.3278,0.6722000000000001,-50.6718,34.0533,1,-0.08025275952693822,-0.08025275952693822,88.06117829114278,80.5
2812_2,2812,0.4194,1.1056,0.6861999999999999,-53.8696,35.9178,1,-0.07956562763268749,-0.07956562763268749,88.40489250470891,79.8
2812_3,2812,0.5306,1.2139,0.6833,-49.5888,36.1076,1,-0.09031760226669028,-0.09031760226669028,86.7821451387838,81.0
2812_4,2812,0.5278,1.2444,0.7165999999999999,-51.8565,32.2853,1,-0.0730336543909349,-0.0730336543909349,89.80830946261025,79.9
2812_5,2812,0.4333,1.0972,0.6638999999999999,-50.9892,32.9314,1,-0.08154608587601819,-0.08154608587601819,87.71711313812047,79.3
2815_1,2815,0.8389,1.6194,0.7805,-41.1077,42.6362,1,-0.17283794531897256,-0.17283794531897256,77.85548426406501,91.1
2815_2,2815,0.6583,1.4889,0.8305999999999999,-38.5907,29.7239,1,-0.08838669083376494,-0.08838669083376494,89.35869361500542,90.7
2815_3,2815,0.7,1.5167,0.8167,-43.0039,30.3175,1,-0.12557940327237738,-0.12557940327237738,84.62355782143047,89.6
2815_4,2815,0.75,1.5472,0.7971999999999999,-35.0316,49.5305,1,-0.24973749999999995,-0.24973749999999995,68.67316859006523,89.6
2815_5,2815,0.8556,1.6694,0.8138,-43.5131,42.0417,1,-0.13510016286644944,-0.13510016286644944,83.39884948802538,89.6
2818_1,2818,0.6389,1.2583,0.6194,-29.4463,38.4917,1,-0.12759861028976927,-0.12759861028976927,79.39964315631752,86.7
2818_2,2818,0.5,1.1194,0.6194,-27.8818,38.8251,1,-0.1395617061611374,-0.1395617061611374,77.46824246671983,85.8
2818_3,2818,0.4972,1.1111,0.6139,-36.1196,37.87,1,-0.13743442437923248,-0.13743442437923248,77.61289715275575,86.3
2818_4,2818,0.4806,1.1,0.6194000000000001,-39.0133,33.866,1,-0.11600516534572303,-0.11600516534572303,81.27136497485905,85.8
2818_5,2818,0.5861,1.1833,0.5972000000000001,-40.494,33.7808,1,-0.11258438253415481,-0.11258438253415481,81.14796005791112,85.8
2833_1,2833,0.5389,1.125,0.5861,-43.9742,30.0323,1,-0.07520691244239619,-0.07520691244239619,87.1682456163801,85.5
2833_2,2833,0.4611,1.0556,0.5945,-46.7053,36.3225,1,-0.08443818461969477,-0.08443818461969477,85.79677298238946,85.9
2833_3,2833,0.5194,1.0444,0.525,-37.9315,36.2291,1,-0.09491158961367951,-0.09491158961367951,81.92160197834676,85.2
2833_4,2833,0.6417,1.1889,0.5472,-39.5418,37.3195,1,-0.10539436720142614,-0.10539436720142614,80.73933347927154,85.8
2833_5,2833,0.7417,1.3417,0.5999999999999999,-42.4753,40.6744,1,-0.09396235741444858,-0.09396235741444858,84.3396070975919,85.4
2840_1,2840,0.6361,1.3194,0.6832999999999999,-54.3825,37.8145,1,-0.07166743018236255,-0.07166743018236255,89.51157175730096,82.1
2840_2,2840,0.7417,1.4194,0.6777,-53.4552,34.4483,1,-0.0634375823809128,-0.0634375823809128,90.63928251720337,82.3
2840_4,2840,0.8139,1.5083,0.6944,-52.1922,39.0632,1,-0.0762311328997185,-0.0762311328997185,89.0220142713539,81.9
2840_5,2840,0.8278,1.475,0.6472000000000001,-51.7519,37.822,1,-0.06847756254343307,-0.06847756254343307,89.41941246238673,81.5
2843_1,2843,0.4972,1.1528,0.6556000000000001,-34.8622,63.2307,1,-0.20524321329639894,-0.20524321329639894,68.6938356777915,86.9
2843_2,2843,0.4028,0.9833,0.5805,-41.4857,56.1454,1,-0.16875310945273636,-0.16875310945273636,70.92969690736668,85.8
2843_3,2843,0.4528,1.0639,0.6111000000000001,-31.9332,53.4058,1,-0.19539498452012394,-0.19539498452012394,68.02569390932352,86.3
2843_4,2843,0.4278,1.0361,0.6083000000000001,-44.1118,53.5194,1,-0.17719640336899622,-0.17719640336899622,70.87022795183358,85.3
2843_5,2843,0.4361,1.0167,0.5806,-41.3919,53.8673,1,-0.17782862881139305,-0.17782862881139305,69.37157616062812,86.2
2853_1,2853,0.6778,1.3222,0.6444000000000001,-29.7959,33.86,1,-0.07516672443674177,-0.07516672443674177,88.33539347660742,82.4
2853_3,2853,0.8833,1.5083,0.625,-27.4738,31.2706,1,-0.07833724663311115,-0.07833724663311115,87.46604053870222,83.8
2853_4,2853,0.5361,1.1722,0.6360999999999999,-33.5072,28.7678,1,-0.06711748742542989,-0.06711748742542989,89.44859496534666,82.8
2853_5,2853,0.7278,1.3889,0.6611,-30.2527,34.977,1,-0.08098174189446916,-0.08098174189446916,87.7504550152066,82.8
2857_1,2857,0.6917,1.375,0.6833,-33.5239,50.5397,1,-0.17210482213438727,-0.17210482213438727,74.81269981934915,72.6
2857_2,2857,0.7944,1.4139,0.6194999999999999,-33.6272,31.6814,1,-0.10905449101796405,-0.10905449101796405,82.39636948862565,73.5
2857_3,2857,0.6361,1.2639,0.6278,-37.3129,50.4394,1,-0.1644337410805301,-0.1644337410805301,73.80794184763776,73.1
2857_4,2857,0.5778,1.2083,0.6305,-32.1057,39.7472,1,-0.1564107981220657,-0.1564107981220657,75.19257761743606,72.9
2857_5,2857,0.6556,1.3444,0.6888000000000001,-32.2697,44.4893,1,-0.1804328244274811,-0.1804328244274811,73.80475835837963,73.3
2859_1,2859,0.7194,1.3278,0.6084,-30.2752,36.5833,1,-0.06151090445859886,-0.06151090445859886,89.88972642034865,90.9
