session,session_mass_kg,pitch_n,fp_mer_duration_s,fp_mer_positive_mean_power_w,rotation_hip_shoulder_separation_fp,max_rotation_hip_shoulder_separation,max_torso_rotational_velo,duration_z,power_z,joint_high_score,mass_z,torso_velo_z,rotation_hip_shoulder_separation_fp_z,max_rotation_hip_shoulder_separation_z,above_both_means
1688,106.596,2,0.10420000000000015,4199.747195568047,27.252499999999998,29.051299999999998,998.5094,-0.23211761475895812,2.0821343641316226,-0.23211761475895812,1.5691518983079717,-0.6404481000998925,-0.3749906562321741,-0.47912663474600126,False
1717,103.4208,2,0.09584999999999995,2226.253512971047,22.26625,30.1637,856.58975,-0.7264215184673601,-1.322380045545462,-1.322380045545462,1.2549624449854369,-2.309970458984342,-1.1231021139009063,-0.30796649686654926,False
1718,97.524,3,0.09259999999999996,3675.510595695181,33.54183333333334,36.1921,1119.3337333333334,-0.918815253443679,1.1777630585196186,-0.918815253443679,0.6714677459578731,0.780911986380786,0.5686287627228626,0.6195971270030014,False
1729,105.6888,3,0.1138666666666666,3604.775515535326,34.429833333333335,34.67293333333333,1048.6872,0.3401304174782868,1.0557365216233934,0.3401304174782868,1.4793834830729615,-0.0501636749365542,0.7018597428000415,0.38584957564689343,True
1759,79.38,3,0.09533333333333331,3149.98852400854,24.1354,26.644333333333332,1058.3047666666666,-0.7570071891559016,0.27117415912871085,-0.7570071891559016,-1.123900558742324,0.06297599661746671,-0.8426644039783167,-0.8494761012489778,False
1778,88.452,2,0.10834999999999995,3089.2303067377834,36.102050000000006,38.944,1167.39165,0.013554385287714455,0.16635891293426805,0.013554385287714455,-0.22621640639222548,1.3462584087853335,0.9527505822160258,1.0430199815791101,True
1779,103.4208,3,0.12499999999999996,3325.1725342256227,29.60806666666667,29.691633333333332,1012.9873333333334,0.9992022890894748,0.5733876865336869,0.5733876865336869,1.2549624449854369,-0.4701317738516354,-0.021573476460626153,-0.3806013366318854,True
1782,97.524,4,0.09237499999999985,2814.3932170958315,20.2898,22.6653,979.482825,-0.9321348197112771,-0.3077681847357027,-0.9321348197112771,0.6714677459578731,-0.8642739929589283,-1.419638567249488,-1.4617126114613728,False
1783,90.2664,4,0.14374999999999996,2181.0308897981395,27.6154,28.02245,1026.91245,2.1091661447220873,-1.4003945198725125,-1.4003945198725125,-0.046679575922205216,-0.30631870339187534,-0.3205429955677498,-0.6374312984077001,False
1808,98.4312,5,0.07945999999999996,3377.0110816629995,15.79192,26.59408,1093.74932,-1.6966779234710136,0.6628154274398723,-1.6966779234710136,0.7612361611928832,0.47994062618548067,-2.094477486922396,-0.8572083625418894,False
1826,91.1736,5,0.11053999999999993,3255.7382988273,33.30126,34.40388,1198.62454,0.1431981636256026,0.45360526360369496,0.1431981636256026,0.043088839312803516,1.7136776364087,0.5325343697268778,0.3444515123331041,True
1830,84.3696,5,0.11390000000000004,2487.1087771757248,22.29306,23.590619999999998,973.7413399999999,0.34210368655497336,-0.8723732815733161,-0.8723732815733161,-0.630174274949769,-0.9318159970485655,-1.11907967856772,-1.3193376575036109,False
1845,92.5344,3,0.09719999999999994,2960.7035428553813,35.0722,40.466633333333334,1029.4023,-0.6465041208618127,-0.0553652423166292,-0.6465041208618127,0.17774146216531944,-0.2770284659563382,0.7982371533506166,1.2773009338203745,False
2653,77.112,5,0.10107999999999998,2828.3055591785355,35.52734,35.61974,1086.03392,-0.4168156003362353,-0.28376771819729774,-0.4168156003362353,-1.3483215968298488,0.3891777698245978,0.8665240320356699,0.5315305893216965,False
2655,94.3488,5,0.09497999999999993,3374.7992076876008,26.563959999999998,31.69882,1106.24828,-0.7779238413687148,0.6589996783001411,-0.7779238413687148,0.3572782926353383,0.6269765946563907,-0.4782956776537291,-0.07176427566778576,False
2730,89.8128,4,0.10622499999999985,2804.2444372091622,21.961624999999998,24.41445,995.66485,-0.11224151835065413,-0.32527605297439827,-0.32527605297439827,-0.091563783539711,-0.6739109773403931,-1.1688064914977654,-1.1925785273442897,False
2734,87.9984,5,0.13107999999999997,2325.11328078219,37.24104,37.74792,1088.88228,1.3591265686759442,-1.15183503340868,-1.15183503340868,-0.27110061400972985,0.42268546735733575,1.1236388187003785,0.8589843669487118,False
