player_id,player_name,statsapi_name,position,height_raw,height_in,ff_pitch_count,fastball_velocity_mph,extension_ft
605513,"Turnbull, Spencer",Spencer Turnbull,Pitcher,"6' 3""",75.0,47,90.9,6.17
450203,"Morton, Charlie",Charlie Morton,Pitcher,"6' 5""",77.0,702,94.2,6.16
669330,"Wells, Tyler",Tyler Wells,Pitcher,"6' 8""",80.0,125,92.8,6.16
675848,"Mejia, Juan",Juan Mejia,Pitcher,"6' 3""",75.0,721,96.6,6.15
592662,"Ray, Robbie",Robbie Ray,Pitcher,"6' 2""",74.0,1593,93.6,6.15
676106,"Hancock, Emerson",Emerson Hancock,Pitcher,"6' 4""",76.0,382,94.9,6.15
676254,"Walker, Ryan",Ryan Walker,Pitcher,"6' 2""",74.0,2,95.1,6.15
666142,"Ragans, Cole",Cole Ragans,Pitcher,"6' 4""",76.0,534,95.3,6.15
676428,"Hurter, Brant",Brant Hurter,Pitcher,"6' 6""",78.0,56,92.1,6.14
656557,"Houck, Tanner",Tanner Houck,Pitcher,"6' 5""",77.0,44,95.0,6.14
694477,"Patrick, Chad",Chad Patrick,Pitcher,"6' 1""",73.0,447,94.2,6.14
677651,"Garcia, Luis",Luis Garcia,Pitcher,"6' 1""",73.0,52,91.0,6.13
676604,"Zuber, Tyler",Tyler Zuber,Pitcher,"5' 11""",71.0,68,94.7,6.13
570632,"Ureña, José",José Ureña,Pitcher,"6' 2""",74.0,94,96.3,6.13
669724,"Hanifee, Brenan",Brenan Hanifee,Pitcher,"6' 5""",77.0,114,96.1,6.13
641778,"Lauer, Eric",Eric Lauer,Pitcher,"6' 3""",75.0,783,91.7,6.13
688642,"Agnos, Zach",Zach Agnos,Pitcher,"6' 0""",72.0,155,95.8,6.12
691251,"Lara, Andry",Andry Lara,Pitcher,"6' 4""",76.0,116,94.2,6.12
693821,"Elder, Bryce",Bryce Elder,Pitcher,"6' 2""",74.0,309,92.8,6.12
682610,"Muñoz, Roddery",Roddery Muñoz,Pitcher,"6' 2""",74.0,38,96.1,6.12
676775,"Winn, Keaton",Keaton Winn,Pitcher,"6' 4""",76.0,43,95.8,6.12
664192,"Lucchesi, Joey",Joey Lucchesi,Pitcher,"6' 5""",77.0,158,92.8,6.11
656457,"Gilbert, Tyler",Tyler Gilbert,Pitcher,"6' 3""",75.0,102,90.5,6.11
669674,"Long, Sam",Sam Long,Pitcher,"6' 1""",73.0,277,93.2,6.11
614179,"Ruiz, José",José Ruiz,Pitcher,"6' 1""",73.0,115,95.7,6.11
607074,"Rodón, Carlos",Carlos Rodón,Pitcher,"6' 2""",74.0,1343,94.1,6.11
670955,"Uceta, Edwin",Edwin Uceta,Pitcher,"6' 0""",72.0,493,94.0,6.11
657376,"Schmidt, Clarke",Clarke Schmidt,Pitcher,"6' 1""",73.0,93,94.3,6.11
596112,"Stephenson, Robert",Robert Stephenson,Pitcher,"6' 3""",75.0,23,96.4,6.11
678226,"Hernández, Daysbel",Daysbel Hernández,Pitcher,"5' 10""",70.0,315,97.7,6.11
621139,"Kriske, Brooks",Brooks Kriske,Pitcher,"6' 3""",75.0,133,93.4,6.1
801403,"Dollander, Chase",Chase Dollander,Pitcher,"6' 2""",74.0,867,98.0,6.1
665152,"Kremer, Dean",Dean Kremer,Pitcher,"6' 2""",74.0,715,93.3,6.1
669199,"Bachar, Lake",Lake Bachar,Pitcher,"6' 2""",74.0,425,94.8,6.09
622608,"Senzatela, Antonio",Antonio Senzatela,Pitcher,"6' 1""",73.0,1299,95.0,6.09
458677,"Wilson, Justin",Justin Wilson,Pitcher,"6' 2""",74.0,382,94.5,6.09
596001,"Junis, Jakob",Jakob Junis,Pitcher,"6' 3""",75.0,91,91.2,6.09
664948,"Misiewicz, Anthony",Anthony Misiewicz,Pitcher,"6' 1""",73.0,8,92.3,6.09
678821,"Peralta, Luis",Luis Peralta,Pitcher,"5' 11""",71.0,308,94.6,6.09
593576,"Neris, Héctor",Héctor Neris,Pitcher,"6' 2""",74.0,221,92.4,6.08
642701,"Santana, Dennis",Dennis Santana,Pitcher,"6' 2""",74.0,287,94.7,6.08
701656,"Henderson, Logan",Logan Henderson,Pitcher,"6' 0""",72.0,200,92.9,6.08
489446,"Yates, Kirby",Kirby Yates,Pitcher,"5' 10""",70.0,440,92.8,6.08
596133,"Weaver, Luke",Luke Weaver,Pitcher,"6' 2""",74.0,621,95.1,6.08
800049,"Mazur, Adam",Adam Mazur,Pitcher,"6' 2""",74.0,117,94.8,6.08
657585,"Garrett, Reed",Reed Garrett,Pitcher,"6' 2""",74.0,39,97.9,6.08
656288,"Canning, Griffin",Griffin Canning,Pitcher,"6' 2""",74.0,471,94.1,6.08
663399,"Waddell, Brandon",Brandon Waddell,Pitcher,"6' 3""",75.0,116,90.7,6.07
683155,"Estes, Joey",Joey Estes,Pitcher,"6' 2""",74.0,91,91.1,6.07
671162,"Thomas, Connor",Connor Thomas,Pitcher,"6' 0""",72.0,5,90.3,6.06
678606,"Ferrer, José A.",José A. Ferrer,Pitcher,"6' 1""",73.0,106,97.9,6.06
685107,"Veneziano, Anthony",Anthony Veneziano,Pitcher,"6' 5""",77.0,146,94.0,6.06
660761,"Suarez, José",José Suarez,Pitcher,"5' 10""",70.0,123,93.4,6.06
489119,"Miley, Wade",Wade Miley,Pitcher,"6' 1""",73.0,45,92.1,6.06
687606,"Schultz, Paxton",Paxton Schultz,Pitcher,"6' 3""",75.0,166,93.8,6.06
657756,"Seabold, Connor",Connor Seabold,Pitcher,"6' 2""",74.0,94,92.4,6.06
687849,"Kent, Zak",Zak Kent,Pitcher,"6' 3""",75.0,93,92.6,6.05
542881,"Anderson, Tyler",Tyler Anderson,Pitcher,"6' 2""",74.0,892,89.3,6.05
641386,"Bowden, Ben",Ben Bowden,Pitcher,"6' 4""",76.0,110,93.4,6.04
678215,"Arias, Luarbert",Luarbert Arias,Pitcher,"6' 2""",74.0,59,94.0,6.04
664076,"Cleavinger, Garrett",Garrett Cleavinger,Pitcher,"6' 1""",73.0,105,97.1,6.04
645261,"Alcantara, Sandy",Sandy Alcantara,Pitcher,"6' 5""",77.0,495,97.7,6.04
642016,"Robert, Daniel",Daniel Robert,Pitcher,"6' 4""",76.0,60,96.2,6.04
678368,"Bellozo, Valente",Valente Bellozo,Pitcher,"5' 10""",70.0,380,90.8,6.03
543859,"Tonkin, Michael",Michael Tonkin,Pitcher,"6' 7""",79.0,226,92.4,6.03
677955,"Hill, Jaden",Jaden Hill,Pitcher,"6' 4""",76.0,111,96.7,6.03
621121,"McCullers Jr., Lance",Lance McCullers Jr.,Pitcher,"6' 1""",73.0,62,91.8,6.02
518876,"Kelly, Merrill",Merrill Kelly,Pitcher,"6' 2""",74.0,658,91.9,6.02
543518,"McGough, Scott",Scott McGough,Pitcher,"5' 11""",71.0,115,92.3,6.02
806960,"Morales, Luis",Luis Morales,Pitcher,"6' 3""",75.0,423,97.2,6.02
596271,"Lawrence, Casey",Casey Lawrence,Pitcher,"6' 0""",72.0,19,87.9,6.02
664299,"Javier, Cristian",Cristian Javier,Pitcher,"6' 1""",73.0,246,92.9,6.02
683175,"Phillips, Connor",Connor Phillips,Pitcher,"6' 2""",74.0,188,98.2,6.02
672335,"Pérez, Cionel",Cionel Pérez,Pitcher,"6' 0""",72.0,49,95.6,6.02
543056,"Coulombe, Danny",Danny Coulombe,Pitcher,"5' 10""",70.0,141,90.3,6.02
592836,"Walker, Taijuan",Taijuan Walker,Pitcher,"6' 4""",76.0,196,92.2,6.01
806188,"Gibson, Cade",Cade Gibson,Pitcher,"6' 2""",74.0,86,91.9,6.01
688158,"Morgan, David",David Morgan,Pitcher,"6' 0""",72.0,281,97.9,6.01
656550,"Holmes, Grant",Grant Holmes,Pitcher,"6' 0""",72.0,641,94.5,6.01
434378,"Verlander, Justin",Justin Verlander,Pitcher,"6' 5""",77.0,1182,93.9,6.01
527048,"Pérez, Martín",Martín Pérez,Pitcher,"6' 0""",72.0,32,89.6,6.0
676092,"Snider, Collin",Collin Snider,Pitcher,"6' 4""",76.0,118,92.4,6.0
650633,"King, Michael",Michael King,Pitcher,"6' 3""",75.0,297,93.7,5.99
685314,"Saalfrank, Andrew",Andrew Saalfrank,Pitcher,"6' 3""",75.0,41,89.2,5.99
695549,"Jobe, Jackson",Jackson Jobe,Pitcher,"6' 2""",74.0,272,96.5,5.99
650893,"Cabrera, Génesis",Génesis Cabrera,Pitcher,"6' 2""",74.0,163,95.7,5.99
608371,"Sims, Lucas",Lucas Sims,Pitcher,"6' 2""",74.0,125,94.8,5.98
690925,"Beeter, Clayton",Clayton Beeter,Pitcher,"6' 2""",74.0,251,96.5,5.98
519326,"Strickland, Hunter",Hunter Strickland,Pitcher,"6' 3""",75.0,114,93.6,5.98
670329,"Garcia, Rico",Rico Garcia,Pitcher,"5' 9""",69.0,231,95.5,5.98
676206,"Tarnok, Freddy",Freddy Tarnok,Pitcher,"6' 4""",76.0,44,95.4,5.97
664123,"Effross, Scott",Scott Effross,Pitcher,"6' 2""",74.0,11,89.4,5.97
628317,"Maeda, Kenta",Kenta Maeda,Pitcher,"6' 1""",73.0,31,90.2,5.97
607625,"Lugo, Seth",Seth Lugo,Pitcher,"6' 4""",76.0,501,91.7,5.97
656186,"Altavilla, Dan",Dan Altavilla,Pitcher,"5' 11""",71.0,121,96.0,5.96
641745,"Keller, Brad",Brad Keller,Pitcher,"6' 5""",77.0,470,97.2,5.96
682274,"Hiraldo, Yaramil",Yaramil Hiraldo,Pitcher,"6' 1""",73.0,119,94.9,5.95
695445,"Lee, Chase",Chase Lee,Pitcher,"6' 0""",72.0,126,89.5,5.95
689017,"Knack, Landon",Landon Knack,Pitcher,"6' 2""",74.0,375,93.1,5.95
676961,"Boushley, Caleb",Caleb Boushley,Pitcher,"6' 3""",75.0,144,91.9,5.95
686826,"Jarvis, Bryce",Bryce Jarvis,Pitcher,"6' 2""",74.0,158,94.0,5.94
642100,"Speier, Gabe",Gabe Speier,Pitcher,"5' 11""",71.0,412,95.0,5.94
666974,"Cano, Yennier",Yennier Cano,Pitcher,"6' 4""",76.0,113,94.9,5.94
554340,"García, Yimi",Yimi García,Pitcher,"6' 1""",73.0,159,96.0,5.93
660825,"Bazardo, Eduard",Eduard Bazardo,Pitcher,"6' 0""",72.0,175,94.8,5.93
593423,"Montas, Frankie",Frankie Montas,Pitcher,"6' 2""",74.0,178,95.6,5.93
663574,"Santillan, Tony",Tony Santillan,Pitcher,"6' 3""",75.0,799,96.3,5.93
681006,"Simpson, Josh",Josh Simpson,Pitcher,"6' 2""",74.0,72,94.3,5.92
573186,"Stroman, Marcus",Marcus Stroman,Pitcher,"5' 7""",67.0,29,89.5,5.92
607259,"Martinez, Nick",Nick Martinez,Pitcher,"6' 1""",73.0,540,92.6,5.92
667463,"King, John",John King,Pitcher,"6' 2""",74.0,11,93.6,5.92
664062,"Gonsolin, Tony",Tony Gonsolin,Pitcher,"6' 3""",75.0,245,93.5,5.92
641482,"Cortes, Nestor",Nestor Cortes,Pitcher,"5' 10""",70.0,228,90.1,5.92
677960,"Weathers, Ryan",Ryan Weathers,Pitcher,"6' 1""",73.0,291,96.9,5.92
676534,"Faucher, Calvin",Calvin Faucher,Pitcher,"6' 1""",73.0,182,96.0,5.91
592773,"Stanek, Ryne",Ryne Stanek,Pitcher,"6' 4""",76.0,607,98.6,5.91
681857,"Olson, Reese",Reese Olson,Pitcher,"6' 1""",73.0,225,94.3,5.9
665660,"Alvarado, Elvis",Elvis Alvarado,Pitcher,"6' 6""",78.0,372,98.7,5.89
605280,"Holmes, Clay",Clay Holmes,Pitcher,"6' 5""",77.0,149,93.2,5.89
689225,"Brieske, Beau",Beau Brieske,Pitcher,"6' 3""",75.0,197,95.7,5.89
547179,"Lorenzen, Michael",Michael Lorenzen,Pitcher,"6' 1""",73.0,511,93.9,5.89
669711,"Weissert, Greg",Greg Weissert,Pitcher,"6' 2""",74.0,357,94.1,5.87
673513,"Matsui, Yuki",Yuki Matsui,Pitcher,"5' 8""",68.0,420,92.1,5.86
666200,"Luzardo, Jesús",Jesús Luzardo,Pitcher,"6' 0""",72.0,1002,96.5,5.84
623211,"Brazobán, Huascar",Huascar Brazobán,Pitcher,"6' 3""",75.0,121,96.5,5.83
687362,"Gillispie, Connor",Connor Gillispie,Pitcher,"5' 11""",71.0,137,91.3,5.82
660896,"Alcala, Jorge",Jorge Alcala,Pitcher,"6' 3""",75.0,491,97.4,5.82
663485,"Sands, Cole",Cole Sands,Pitcher,"6' 3""",75.0,304,95.0,5.82
519141,"Pomeranz, Drew",Drew Pomeranz,Pitcher,"6' 5""",77.0,614,92.7,5.8
657514,"Bernardino, Brennan",Brennan Bernardino,Pitcher,"6' 4""",76.0,2,92.6,5.8
572955,"Johnson, Pierce",Pierce Johnson,Pitcher,"6' 2""",74.0,223,95.3,5.78
676508,"Casparius, Ben",Ben Casparius,Pitcher,"6' 2""",74.0,382,96.2,5.78
669622,"Bender, Anthony",Anthony Bender,Pitcher,"6' 4""",76.0,10,95.6,5.77
605463,"Scott, Tayler",Tayler Scott,Pitcher,"6' 3""",75.0,256,92.0,5.76
688138,"Evans, Logan",Logan Evans,Pitcher,"6' 4""",76.0,147,92.8,5.76
641656,"Hamilton, Ian",Ian Hamilton,Pitcher,"6' 1""",73.0,83,95.4,5.74
674384,"Núñez, Eduarniel",Eduarniel Núñez,Pitcher,"6' 2""",74.0,155,98.1,5.74
681217,"Silseth, Chase",Chase Silseth,Pitcher,"6' 0""",72.0,75,95.4,5.74
669211,"Akin, Keegan",Keegan Akin,Pitcher,"6' 0""",72.0,543,93.7,5.73
664285,"Valdez, Framber",Framber Valdez,Pitcher,"5' 11""",71.0,5,95.5,5.72
547184,"Kelly, Michael",Michael Kelly,Pitcher,"6' 4""",76.0,192,95.8,5.7
643361,"Herget, Kevin",Kevin Herget,Pitcher,"5' 10""",70.0,95,92.1,5.69
680689,"Richardson, Lyon",Lyon Richardson,Pitcher,"6' 2""",74.0,138,95.7,5.69
621383,"Banks, Tanner",Tanner Banks,Pitcher,"6' 1""",73.0,231,92.7,5.68
691951,"Aldegheri, Sam",Sam Aldegheri,Pitcher,"6' 1""",73.0,143,91.6,5.68
692285,"Guerrero, Luis",Luis Guerrero,Pitcher,"6' 0""",72.0,107,96.5,5.67
593974,"Peralta, Wandy",Wandy Peralta,Pitcher,"6' 0""",72.0,38,95.3,5.67
695418,"Lord, Brad",Brad Lord,Pitcher,"6' 3""",75.0,1032,94.8,5.67
663562,"Davis, Noah",Noah Davis,Pitcher,"6' 2""",74.0,19,94.8,5.65
680729,"McDaniels, Garrett",Garrett McDaniels,Pitcher,"6' 2""",74.0,4,93.2,5.65
687424,"Maldonado, Anthony",Anthony Maldonado,Pitcher,"6' 4""",76.0,62,92.5,5.65
680755,"Fisher, Braydon",Braydon Fisher,Pitcher,"6' 4""",76.0,184,95.5,5.63
656794,"Newcomb, Sean",Sean Newcomb,Pitcher,"6' 5""",77.0,459,93.3,5.59
650644,"Civale, Aaron",Aaron Civale,Pitcher,"6' 1""",73.0,271,92.1,5.58
641755,"Kinley, Tyler",Tyler Kinley,Pitcher,"6' 4""",76.0,280,95.1,5.58
595014,"Treinen, Blake",Blake Treinen,Pitcher,"6' 5""",77.0,61,95.2,5.56
608566,"Márquez, Germán",Germán Márquez,Pitcher,"6' 1""",73.0,737,94.8,5.55
680736,"Wrobleski, Justin",Justin Wrobleski,Pitcher,"6' 1""",73.0,312,96.0,5.55
600917,"Leclerc, José",José Leclerc,Pitcher,"6' 0""",72.0,77,94.2,5.55
672582,"Zerpa, Angel",Angel Zerpa,Pitcher,"6' 0""",72.0,225,96.2,5.54
543294,"Hendricks, Kyle",Kyle Hendricks,Pitcher,"6' 3""",75.0,385,86.5,5.54
664141,"Brubaker, JT",JT Brubaker,Pitcher,"6' 4""",76.0,3,93.7,5.53
519008,"McFarland, T.J.",T.J. McFarland,Pitcher,"6' 3""",75.0,3,87.3,5.4
622491,"Castillo, Luis",Luis Castillo,Pitcher,"6' 2""",74.0,1383,95.0,5.39
668941,"Romero, JoJo",JoJo Romero,Pitcher,"5' 11""",71.0,59,94.2,5.39
676879,"Ashby, Aaron",Aaron Ashby,Pitcher,"6' 0""",72.0,24,96.9,5.33
666711,"Peguero, Joel",Joel Peguero,Pitcher,"5' 10""",70.0,103,99.9,5.26
623474,"Herget, Jimmy",Jimmy Herget,Pitcher,"6' 3""",75.0,96,93.0,5.03
594580,"Moll, Sam",Sam Moll,Pitcher,"5' 9""",69.0,72,92.1,4.69
